"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C64846",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Alpha-Type-1_Polarized_Dendritic_Cell","Alpha-Type-1_Polarized_Dendritic_Cell","Alpha-type-1 Polarized Dendritic Cells","A mature polarized dendritic cell with potent immunostimulating activity. Treating dendritic cells (DCs) with interferon-alpha (IFN-a) and polyinosinic:polycytidylic acid (p-I:C) in addition to a cytokine cocktail (tumor necrosis factor alpha/Interleukin-1beta/IFN-gamma) produces mature but not exhausted alpha type-1 polarized DCs (alphaDC1) that are capable of: 1) high responsiveness to other lymphoid chemokines, and 2) producing high level of interleukin-12p70 (IL-12p70). Therefore, alphaDC1 has a much more significant capability of inducing helper T cell (CD4+ T-cell) responses in comparison with the ""gold standard"" DCs. When pulsed with specific tumor associated antigens (TAAs), alphaDC1 is able to induce a potent cytotoxic T lymphocyte (CTL) response against TAAs; as a result it can be used as a cancer vaccine.",
"C64982",-1,0,0,0,0,,11/8/2018 0:00:00,0,0,"Other","Surgery","Surgery","Therapeutic Surgical Procedure",,
"C65216",-1,0,0,0,0,,11/8/2018 0:00:00,0,0,"Immunomodulatory Immunotherapy","Adalimumab","Adalimumab","Adalimumab","A recombinant, human IgG1 monoclonal antibody directed against tumor necrosis factor-alpha (TNF-alpha), with immunomodulating activity. Upon administration, adalimumab binds to TNF-alpha, thereby preventing its binding to the p55 and p75 TNF cell surface receptors and inhibiting TNF-mediated immune responses. TNF-alpha, a pro-inflammatory cytokine, is upregulated in various autoimmune diseases.",
"C65220",-1,0,0,0,0,,11/8/2018 0:00:00,0,0,"Other","Alefacept","Alefacept","Alefacept","A recombinant dimeric fusion protein consisting of the extracellular CD2-binding domain of the human leukocyte function-associated antigen 3 (LFA-3; CD58) linked to the Fc portion of human immunoglobulin G1 (IgG1) with potential immunosuppressive activity. Alefacept binds to the CD2 receptor expressed on the majority of T lymphocytes, blocking the binding of endogenous LFA-3, located on antigen-presenting cells (APCs), to the CD2 receptor; the activation and proliferation of T lymphocytes in response to LFA-3 binding is thus inhibited. In addition, binding of the IgG1 moiety of this agent to the Fc gamma receptor on the surface of natural killer (NK)cells may bridge NK cells and target T lymphocytes, initiating NK cell-mediated apoptosis of T lymphocytes.",
"C65242",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Auranofin","Auranofin","Auranofin","An orally available, lipophilic, organogold compound, used to treat rheumatoid arthritis, with anti-inflammatory and potential antineoplastic activities. Auranofin interacts with selenocysteine residue within the redox-active domain of mitochondrial thioredoxin reductase (TrxR), thereby blocking the activity of TrxR. As a result, this agent induces mitochondrial oxidative stress leading to the induction of apoptosis. Furthermore, this agent strongly inhibits the JAK1/STAT3 signal transduction pathway, thereby suppressing expression of immune factors involved in inflammation. TrxR, overexpressed in many cancer cell types, inhibits apoptosis, promotes cell growth and survival and plays a role in resistance to chemotherapy; TrxR catalyzes the reduction of oxidized thioredoxin (Trx) and plays a central role in regulating cellular redox homeostasis.","Antagonist"
"C65308",-1,0,-1,0,0,,11/9/2018 0:00:00,0,0,"Other","Cerivastatin","Cerivastatin","Cerivastatin","A synthetic lipid-lowering agent. Cerivastatin competitively inhibits hepatic hydroxymethyl-glutaryl coenzyme A (HMG-CoA) reductase, the enzyme which catalyzes the conversion of HMG-CoA to mevalonate, a key step in cholesterol synthesis. This agent lowers plasma cholesterol and lipoprotein levels, and modulates immune responses by suppressing major histocompatibility complex II on interferon gamma-stimulated, antigen-presenting cells such as human vascular endothelial cells. Muscle toxicity (myopathy and rhabdomyolysis) precludes the clinical use of this agent.",
"C65320",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Targeted Therapy","Chlorotrianisene","Chlorotrianisene","Chlorotrianisene","An orally bioavailable, highly lipophilic, synthetic triphenylethylene (TPE) derivative and selective estrogen receptor modulator (SERM), with predominantly estrogenic but also antiestrogenic activities. Upon administration, chlorotrianisene binds to estrogen receptors (ER) and, depending on the responsive target cells, either activates or blocks ER activity. This modulates the expression of ER-responsive genes in a tissue-specific manner. This agent may increase bone mineral density, modify the lipid profile and ameliorate vasomotor symptoms. Chlorotrianisene inhibits the pituitary secretion of the gonadotropins luteinizing hormone (LH) and follicle-stimulating hormone (FSH) through a negative feedback mechanism.","Antagonist/Agonist"
"C65366",-1,0,-1,0,0,,11/9/2018 0:00:00,0,0,"Other","Delavirdine","Delavirdine","Delavirdine","A synthetic, non-nucleoside reverse transcriptase inhibitor. In combination with other anti-retroviral drugs, this agent has been shown to reduce HIV viral load and increase CD4 leukocyte counts in patients. As an inhibitor of the cytochrome P450 system, delavirdine may result in increased serum levels of co-administered protease inhibitors metabolized by the cytochrome P450 system.",
"C655",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","Mifepristone","Mifepristone","Mifepristone","A derivative of the synthetic progestin norethindrone with antiprogesterone activity. Mifepristone competitively binds to the progesterone receptor, resulting in inhibition of the effects of endogenous or exogenous progesterone. This agent also exhibits a",
"C65530",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Erlotinib","Erlotinib","Erlotinib","A quinazoline derivative with antineoplastic properties.  Competing with adenosine triphosphate, erlotinib reversibly binds to the intracellular catalytic domain of epidermal growth factor receptor (EGFR) tyrosine kinase, thereby reversibly inhibiting EGFR phosphorylation and blocking the signal transduction events and tumorigenic effects associated with EGFR activation.","Antagonist"
"C65624",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","Fasudil","Fasudil","Fasudil",,
"C65826",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Guanabenz Acetate","Guanabenz Acetate","Guanabenz Acetate","The orally bioavailable, acetate salt form of guanabenz, a centrally-acting alpha-2 adrenergic receptor agonist, with anti-hypertensive and potential antineoplastic, cytoprotective and bone resorption inhibitory activities. Upon oral administration, guanabenz suppresses endoplasmic reticulum (ER) stress by inhibiting the stress-induced dephosphorylation of eukaryotic translation initiation factor 2 alpha (eIF2a), thereby enhancing the phosphorylation level of eIF2a. This causes elF2a-mediated downregulation of the Rac1 pathway, upregulates the expression of activating transcription factor 4 (ATF4), which plays a key role in osteoblastogenesis, and downregulates the expression of nuclear factor of activated T-cells, cytoplasmic 1 (NFATc1), which is a transcription factor that plays a key role in osteoclastogenesis. This enhances osteoblastogenesis and suppresses osteoclastogenesis. Altogether, this promotes new bone formation and prevents bone degradation. In addition, guanabenz blocks the proliferation, survival, motility and invasiveness of tumor cells through the eIF2a-mediated downregulation of Rac1 signaling. Rac1, a Ras-related small GTPase belonging to the Rho family, plays a key role in tumor cell proliferation, survival and motility.","Antagonist"
"C65876",-1,0,0,0,-1,"Existing unreviewed code",,0,0,"Targeted Therapy","Ibudilast","Ibudilast","Ibudilast","An orally bioavailable inhibitor of cyclic nucleotide phosphodiesterase (PDE), mainly PDE-3, -4, -10, and -11, with anti-(neuro)inflammatory, vasorelaxant, bronchodilator, analgesic, neuroprotective and potential anti-tumor activities. Ibudilast (IBD) is able to cross the blood-brain barrier (BBB). Upon administration, IBD exerts its potential anti-tumor activity against glioblastoma multiforme (GBM) cells by inhibiting PDE-4 and the pro-inflammatory cytokine macrophage migration inhibitory factor (MIF), which results in a decrease in MIF, its receptor CD74, and AKT expression, and attenuates the immunosuppressive properties of monocytic myeloid-derived suppressor cells (MDSCs) and reduces T-regulatory cells (Tregs). This causes GBM cell apoptosis and inhibits GBM cell proliferation. In addition, IBD reduces, through its inhibitory effect on various PDEs, the production of certain pro-inflammatory cytokines, such as interleukin-6 (IL-6), IL- 1beta, leukotriene B4, and tumor necrosis factor-alpha (TNF-a). IBD also upregulates the anti-inflammatory cytokine (IL-10), and promotes the production of neurotrophic factors, such as brain-derived neurotrophic factor (BDNF), nerve growth factor (NGF), and neurotrophin-4 (NT-4). It also blocks toll-like receptor-4 (TLR-4), inhibits nitric oxide (NO) synthesis and reduces the level of reactive oxygen species (ROS). It also prevents platelet aggregation, causes cerebral vasodilation, bronchial smooth muscle relaxation, and improves cerebral blood flow. In addition, IBD attenuates the PDE-mediated activation of glial cells and abrogates PDE-mediated neuroinflammation and neurodegeneration. MIF is secreted by cancer stem cells (CSCs) and is highly expressed within GBM and plays a key role in tumor cell proliferation. Co-expression of MIF and CD74 in GBM is associated with poor patient survival.",
"C65978",-1,0,-1,0,0,,11/9/2018 0:00:00,0,0,"Other","Isoflurane","Isoflurane","Isoflurane","A fluorinated ether with general anesthetic and muscle relaxant activities. Although the exact mechanism of action has not been established, inhaled isoflurane, appears to act on the lipid matrix of the neuronal cell membrane, which results in disruption of neuronal transmission. This agent enhances the release of the inhibitory neurotransmitter gamma-aminobutyric acid (GABA), thereby increasing the activity of the inhibitory neurotransmitter on synaptic transmission. Isoflurane may also both inhibit glutamatergic excitatory transmission by increasing glutamate re-uptake, and potentiate glycine receptor activity, which decreases motor function. In addition, isoflurane may alter certain pro- and anti-inflammatory cytokines, including interleukin-6 and -10 (IL-6, IL-10), possibly through the activation of the nuclear factor kappa B (NF-KB) pathway, which may affect immune responses during surgery.",
"C66240",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Niclosamide","Niclosamide","Niclosamide","An orally bioavailable chlorinated salicylanilide, with anthelmintic and potential antineoplastic activity. Upon oral administration, niclosamide specifically induces degradation of the androgen receptor (AR) variant V7 (AR-V7) through the proteasome-mediated pathway. This downregulates the expression of the AR variant, inhibits AR-V7-mediated transcriptional activity, and reduces AR-V7 recruitment to the prostate-specific antigen (PSA) gene promoter. Niclosamide also prevents AR-V7-mediated STAT3 phosphorylation and activation. This inhibits AR/STAT3-mediated signaling and prevents expression of STAT3 target genes. Altogether, this may inhibit growth of AR-V7-overexpressing cancer cells. The AR-V7 variant, which is encoded by contiguous splicing of AR exons 1/2/3/CE3, is upregulated in a variety of cancer cell types, and is associated with both cancer progression and resistance to AR-targeted therapies.",
"C66250",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","Ocrelizumab","Ocrelizumab","Ocrelizumab","A Fc-modified, humanized monoclonal antibody directed against the B-cell CD20 cell surface antigen, with immunosuppressive activity. Ocrelizumab binds to CD20 on the surfaces of B-cells, triggering complement-dependent cell lysis (CDCL) and antibody-dependent cell-mediated cytotoxicity (ADCC) of B-cells overexpressing CD20. The CD20 antigen, a non-glycosylated cell surface phosphoprotein that acts as a calcium ion channel, is found on over 90% of B-cells, B-cell lymphomas, and other lymphoid tumor cells of B-cell origin; it plays an important role in B-cell functioning.",
"C66253",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","Olmesartan","Olmesartan","Olmesartan","A synthetic imidazole derivative and angiotensin II receptor antagonist with antihypertensive activity. Olmesartan selectively binds to the angiotensin type 1 (AT1) receptor subtype in vascular smooth muscle and adrenal gland, thereby competing with angiotensin II for binding to the AT1 receptor. This prevents angiotensin II-induced vasoconstriction and interferes with angiotensin II-mediated aldosterone secretion, thereby decreasing aldosterone production and preventing aldosterone-stimulated sodium retention and potassium excretion.","Antagonist"
"C664",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Chemotherapy","Mitotane","Mitotane","Mitotane","A synthetic derivative of the insecticide dichlorodiphenyl trichloroethane (DDT) with anti-adrenocorticoid properties.  Following its metabolism in the adrenal cortex to a reactive acyl chloride intermediate, mitotane covalently binds to adrenal proteins, specifically inhibiting adrenal cortical hormone production. (NCI04)",
"C66523",-1,0,0,0,0,,2/28/2019 0:00:00,0,0,"Targeted Therapy","Rosuvastatin","Rosuvastatin",,"A statin with antilipidemic and potential antineoplastic activities. Rosuvastatin selectively and competitively binds to and inhibits hepatic hydroxymethyl-glutaryl coenzyme A (HMG-CoA) reductase, the enzyme which catalyzes the conversion of HMG-CoA to mevalonate, a precursor of cholesterol. This leads to a decrease in hepatic cholesterol levels and increase in uptake of LDL cholesterol. In addition, rosuvastatin, like other statins, exhibits pro-apoptotic, growth inhibitory, and pro-differentiation activities in a variety of tumor cell types; these antineoplastic activities may be due, in part, to inhibition of the isoprenylation of Ras and Rho GTPases and related signaling cascades.",
"C66869",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","Losartan","Losartan","Losartan","The potassium salt form of losartan, a non-peptide angiotensin II antagonist with antihypertensive activity. Losartan potassium selectively and competitively blocks the binding of angiotensin II to the angiotensin I (AT1) receptor. Angiotensin II, formed from angiotensin I by angiotensin-converting enzyme (ACE), stimulates the adrenal cortex to synthesize and secrete aldosterone, which decreases the excretion of sodium and increases the excretion of potassium. Angiotensin II also acts as a vasoconstrictor in vascular smooth muscle. Losartan potassium, by blocking the binding of angiotensin II to the AT 1 receptor, promotes vasodilatation and decreases the effects of aldosterone.","Antagonist"
"C66876",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Chemotherapy","Gemcitabine","Gemcitabine","Gemcitabine","A broad-spectrum antimetabolite and deoxycytidine analogue with antineoplastic activity. Upon administration, gemcitabine is converted into the active metabolites difluorodeoxycytidine diphosphate (dFdCDP) and difluorodeoxycytidine triphosphate (dFdCTP) b",
"C66878",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Lapatinib Ditosylate","Lapatinib Ditosylate","Lapatinib Ditosylate","The ditosylate salt of lapatinib, a synthetic, orally-active quinazoline with potential antineoplastic activity. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts. EGFR and ErbB2 have been implicated in the growth of various tumor types.","Antagonist"
"C66937",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Chemotherapy","Cabazitaxel","Cabazitaxel","Cabazitaxel","A semi-synthetic derivative of the natural taxoid 10-deacetylbaccatin III with potential antineoplastic activity. Cabazitaxel binds to and stabilizes tubulin, resulting in the inhibition of microtubule depolymerization and cell division, cell cycle arrest",
"C66939",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Selumetinib","Selumetinib","Selumetinib","An orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2. MEK 1 and 2 are dual specificity kinases that are essential m",
"C66940",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Afatinib","Afatinib","Afatinib","An orally bioavailable anilino-quinazoline derivative and inhibitor of the receptor tyrosine kinase (RTK) epidermal growth factor receptor (ErbB; EGFR) family, with antineoplastic activity. Upon administration, afatinib selectively and irreversibly binds",
"C66942",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","MV-NIS","MV-NIS","Oncolytic Measles Virus Encoding Thyroidal Sodium Iodide Symporter","An attenuated oncolytic Edmonston (Ed) strain of measles virus encoding the human thyroidal sodium iodide symporter (MV-NIS) with potential antineoplastic activity. The cellular receptor of MV is human CD46 antigen, a type 1 integral membrane glycoprotein",
"C66944",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","Brentuximab Vedotin","Brentuximab Vedotin","Brentuximab Vedotin","An antibody-drug conjugate (ADC) directed against the tumor necrosis factor (TNF) receptor CD30 with potential antineoplastic activity. Brentuximab vedotin is generated by conjugating the chimeric anti-CD30 monoclonal antibody SGN-30 to the cytotoxic agent monomethyl auristatin E (MMAE) via a valine-citrulline peptide linker. Upon administration and internalization by CD30-positive tumor cells, brentuximab vedotin undergoes enzymatic cleavage, releasing MMAE into the cytosol; MMAE binds to tubulin and inhibits tubulin polymerization, which may result in G2/M phase arrest and tumor cell apoptosis. Transiently activated during lymphocyte activation, CD30 (tumor necrosis factor receptor superfamily, member 8;TNFRSF8) may be constitutively expressed in hematologic malignancies including Hodgkin lymphoma and some T-cell non-Hodgkin lymphomas. The linkage system in brentuximab vedotin is highly stable in plasma, resulting in cytotoxic specificity for CD30-positive cells.",
"C66945",-1,0,0,0,0,,3/5/2019 0:00:00,0,0,"Other","Dexrazoxane Hydrochloride","Dexrazoxane Hydrochloride",,"The hydrochloride salt of a bisdioxopiperazine with iron-chelating, chemoprotective, cardioprotective, and antineoplastic activities. After hydrolysis to an active form that is similar to ethylenediaminetetraacetic acid (EDTA), dexrazoxane chelates iron, limiting the formation of free radical-generating anthracycline-iron complexes, which may minimize anthracycline-iron complex-mediated oxidative damage to cardiac and soft tissues.  This agent also inhibits the catalytic activity of topoisomerase II, which may result in tumor cell growth inhibition.",
"C66948",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","Panobinostat","Panobinostat","Panobinostat","A cinnamic hydroxamic acid analogue with potential antineoplastic activity. Panobinostat selectively inhibits histone deacetylase (HDAC), inducing hyperacetylation of core histone proteins, which may result in modulation of cell cycle protein expression,",
"C66952",-1,0,0,0,0,,11/9/2018 0:00:00,-1,-1,"Other","Ofatumumab","Ofatumumab","Ofatumumab","A fully human, high-affinity IgG1 monoclonal antibody directed against the B cell CD20 cell surface antigen with potential antineoplastic activity. Ofatumumab binds specifically to CD20 on the surfaces of B cells, triggering complement-dependent cell lysis (CDCL) and antibody-dependent cell-mediated cytotoxicity (ADCC) of B cells overexpressing CD20. The CD20 antigen, found on over 90% of B cells, B cell lymphomas, and other B cells of lymphoid tumors of B cell origin, is a non-glycosylated cell surface phosphoprotein that acts as a calcium ion channel; it is exclusively expressed on B cells during most stages of B cell development.",
"C66961",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","AZD7762","AZD7762","Checkpoint Kinase Inhibitor AZD7762","A synthetic small molecule inhibitor of checkpoint kinases (Chks) with potential chemosensitizing activity. AZD7762 binds to and inhibits Chks, which may prevent cell cycle arrest and subsequent nucleotide excision repair in DNA-damaged tumor cells, resulting in tumor cell apoptosis. This agent may enhance the cytotoxicity of DNA-damaging agents. Chks are protein kinases that regulate either G1/S or G2/M transitions in the cell cycle. In the presence of DNA damage or incomplete DNA replication, Chks become activated and initiate cell cycle arrest to allow DNA repair or the completion of DNA replication.",
"C66972",-1,0,-1,0,0,,11/9/2018 0:00:00,-1,0,"Other","Interferon-gamma-expressing Adenovirus Vaccine ASN-002","Interferon-gamma-expressing Adenovirus Vaccine ASN-002","Interferon-gamma-expressing Adenovirus Vaccine ASN-002","A replication-defective adenoviral serotype 5 vector encoding a recombinant form of the human cytokine interferon-gamma (IFN-g), with potential antineoplastic and immunoregulatory activities. Upon intratumoral administration, the sustained expression of IFN-g by IFN-g-expressing adenovirus vaccine ASN-002 promotes a T-helper type 1 (Th1) immune response and inhibits the Th2-mediated cytokine production observed in many cutaneous lymphomas. IFN-g also mediates interleukin-12 (IL-12) production by antigen-presenting cells (APCs); activates macrophages, cytotoxic T-cells, and natural killer (NK) cells; upregulates major histocompatibility complex (MHC) molecules; and stimulates antibody-dependent cellular cytotoxicity (ADCC). Altogether, these IFN-g-mediated effects may result in both an inhibition of tumor cell proliferation and tumor cell death. Compared to IFN-g injections, the prolonged local production of IFN-g at the tumor site allows for higher efficacy and a reduction of systemic toxicity.",
"C66980",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Human_MHC_Non-Restricted_Cytotoxic_T-Cell_Line_TALL-104","Human_MHC_Non-Restricted_Cytotoxic_T-Cell_Line_TALL-104","Human MHC Non-Restricted Cytotoxic T-Cell Line TALL-104","An allogeneic human cytotoxic T-lymphocyte cell line (TALL-104) with potential antineoplastic activity. TALL-104 is an IL-2-dependent human leukemic T cell line, expressing CD8 and T-cell receptor CD3, but not CD16. Because these cells are endowed with MHC-non-restricted killer activity, TALL-104 has destructive potential against a broad range of tumors, while sparing normal cells. Upon administration, TALL-104 targets and interacts with tumor cells and activates apoptotic and necrotic pathways, eventually leading to lysis of tumor cells. In addition, TALL-104 may induce secretion of various cytokines, such as interferon-gamma, thereby potentially enhancing the cytotoxic activity.",
"C66982",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,-1,"Other","Anti-CS1_Monoclonal_Antibody_HuLuc63","Anti-CS1_Monoclonal_Antibody_HuLuc63","Elotuzumab","A humanized monoclonal antibody directed against the human CS1 (CD2 subset 1, CRACC, SLAMF7) antigen with potential antineoplastic activity. Elotuzumab binds to the CS1 antigen, which may trigger antibody-dependent cellular cytotoxicity (ADCC) in cells expressing CS1. CS1 is a cell surface glycoprotein belonging to the CD2 subset of the immunoglobulin superfamily (IgSF) and is highly expressed by multiple myeloma cells, but minimally expressed by normal cells.",
"C66985",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","Tergenpumatucel-L","Tergenpumatucel-L","Tergenpumatucel-L","An allogeneic lung cancer vaccine with potential immunostimulating and antineoplastic activities. Derived from allogeneic lung tumor cells, tergenpumatucel-L is engineered to express the murine alpha-1,3-galactosyltransferase (GalT), an enzyme humans lack",
"C67040",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Brivanib","Brivanib","Brivanib","A pyrrolotriazine-based compound and an inhibitor of vascular endothelial growth factor receptor-2 (VEGFR-2) with potential antineoplastic activity. BMS-540215 specifically targets and binds strongly to human VEGFR-2, a tyrosine kinase receptor and pro-angiogenic growth factor expressed almost exclusively on vascular endothelial cells. Blockade of VEGFR-2 by this agent may lead to an inhibition of VEGF-stimulated endothelial cell migration and proliferation, thereby inhibiting tumor angiogenesis.",
"C67041",-1,-1,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","APO010","APO010","Fas Receptor Agonist APO010","A recombinant, soluble, hexameric fusion protein consisting of three human Fas ligand (FasL) extracellular domains fused to the dimer-forming collagen domain of human adiponectin with potential pro-apoptotic and antineoplastic activities. Assembled into a soluble hexameric structure mimicking the ligand clustering of endogenous active FasL, Fas receptor agonist APO010 activates the Fas receptor, resulting in caspase-dependent apoptosis in susceptible tumor cell populations. FasL is a transmembrane protein of the tumor necrosis factor (TNF) superfamily and a pro-apoptotic ligand for the death receptor Fas.",
"C67079",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","Rilotumumab","Rilotumumab","Rilotumumab","A fully human IgG2 monoclonal antibody directed against the human hepatocyte growth factor (HGF) with potential antineoplastic activity. Anti-HGF monoclonal antibody AMG 102 binds to and neutralizes HGF, preventing the binding of HGF to its receptor c-Met",
"C67082",-1,0,-1,0,0,,11/9/2018 0:00:00,0,0,"Other","Allogeneic_Expanded_Mesenchymal_Stem_Cells","Allogeneic_Expanded_Mesenchymal_Stem_Cells","Remestemcel-L","Human mesenchymal stem cells (MSCs) harvested from bone marrow of healthy adult donors and expanded ex vivo, with potential immunosuppressive application. Allogeneic adult MSCs are hypo-immunogenic due to lack of major histocompatibility II (MHC II) molecule expression, and thereby elicit none or minimal immune response upon intravenous infusion. MSCs are pluripotent, and are capable of being recruited to damaged tissue sites and differentiating along specific lineages when stimulated. Infusion of MSCs results in: a) increased production of anti-inflammatory cytokines, such as interleukin-10, prostaglandin E, and hepatocyte growth factor; b) decreased mononuclear phagocyte expression of indoleamine 2,3,-dioxygenase, which catabolizes L-tryptophan into its metabolites, which in turn contribute to inflammation; and c) modulated dendritic cell maturation and disrupted activities of natural killer cells, CD8+ and CD4+ T cells.",
"C67088",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Chemotherapy","Brivudine","Brivudine","Brivudine","A uridine derivative and nucleoside analog with pro-apoptotic and chemosensitizing properties. In vitro, bromovinyl-deoxyuridine (BVDU) has been shown to downregulate the multifunctional DNA repair enzyme APEX nuclease 1, resulting in the inhibition of DNA repair and the induction of apoptosis. In addition, this agent may inhibit the expression of STAT3 (signal transducer and activator of transcription 3), which may result in the downregulation of vascular endothelial growth factor (VEGF). BVDU has also been found to inhibit the upregulation of chemoresistance genes (Mdr1 and DHFR) during chemotherapy. Overall, the gene expression changes associated with BVDU treatment result in the decrease or prevention of chemoresistance. In addition, this agent has been shown to enhance the cytolytic activity of NK-92 natural killer cells towards a pancreatic cancer cell line in vitro.","Antagonist"
"C68814",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","Nivolumab","Nivolumab","Nivolumab","A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity.",
"C68820",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","PF-477736","PF-477736","CHK1 Inhibitor PF-477736","A proprietary compound targeting cell cycle checkpoint kinase 1 (chk1) with potential chemopotentiation activity. Chk1 inhibitor PF-477736 inhibits chk1, an ATP-dependent serine-threonine kinase that is a key component in the DNA replication-monitoring S/G2 checkpoint system. By overriding the last checkpoint defense against DNA damaging agent-induced lethal damage, chk1 inhibitor PF-477736 may potentiate the antitumor efficacy of various chemotherapeutic agents against tumor cells with intrinsic checkpoint defects.",
"C68832",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","BMS-690514","BMS-690514","Pan HER/VEGFR2 Receptor Tyrosine Kinase Inhibitor BMS-690514","A pyrrolotriazine-based compound and a pan inhibitor of receptor tyrosine kinases with potential antineoplastic activity. Pan HER/VEGFR2 receptor tyrosine kinase inhibitor BMS-690514 binds to human epidermal growth factor receptors (EGFR) 1, 2 and 4 (HER1, HER2 and HER4) and vascular endothelial growth factor receptor 1, 2 and 3 (VEGFR-1, -2 and -3), all of which are frequently overexpressed by a variety of tumor types. Binding of this agent to these receptors may result in the inhibition of tumor cell proliferation; the inhibition of endothelial cell migration and proliferation and angiogenesis; and tumor cell death.",
"C68842",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,-1,"Other","Autologous_Ad-CD154-Transduced_CLL_B_Cells","Autologous_Ad-CD154-Transduced_CLL_B_Cells","Autologous Ad-CD154-Transduced CLL B Cells","An autologous tumor cell vaccine containing chronic lymphocytic leukemia (CLL) B cells transduced with an adenoviral vector carrying chimeric CD154 (ad-CD154) with potential antineoplastic activity. Administration of autologous ad-CD154 transduced CLL B cells may result in increases in the numbers of leukemia-specific CD4+ T cells and high serum-levels of IL-12 and IFN-gamma. Due to ligation of CD154 to CD40 on CLL cells, this agent may induce CLL cells to express the proapoptotic molecule BID and death receptors CD95 (Fas) and DR5, rendering CLL B cells first resistant and then sensitive to Fas-mediated apoptosis. In addition, autologous ad-CD154 transduced CLL B cells may induce MHC class I-dependent cytotoxic T lymphocyte (CTL) responses against autologous leukemia cells. CD154 is a type II membrane glycoprotein and ligand for CD40; both molecules are important in cognate co-stimulatory cell-cell interactions.",
"C68845",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","Abiraterone acetate","Abiraterone acetate","Abiraterone Acetate","An orally active acetate sester form of the steroidal compound abiraterone with antiandrogen activity. Abiraterone inhibits the enzymatic activity of steroid 17alpha-monooxygenase (17alpha-hydrolase/C17,20 lyase complex), a member of the cytochrome p450 f",
